,Subjs,Block,Trial,Cond,Tap,Time,Voltages
16761,0,0,11,D2,15,13,248
16762,0,0,11,D2,15,14,268
16763,0,0,11,D2,15,15,299
16764,0,0,11,D2,15,16,356
16765,0,0,11,D2,15,17,409
16766,0,0,11,D2,15,18,451
16767,0,0,11,D2,15,19,478
16768,0,0,11,D2,15,20,489
16769,0,0,11,D2,15,21,500
16770,0,0,11,D2,15,22,517
16771,0,0,11,D2,15,23,516
16772,0,0,11,D2,15,24,502
16773,0,0,11,D2,15,25,494
16774,0,0,11,D2,15,26,484
16775,0,0,11,D2,15,27,474
16776,0,0,11,D2,15,28,467
16777,0,0,11,D2,15,29,461
16778,0,0,11,D2,15,30,456
16779,0,0,11,D2,15,31,458
16780,0,0,11,D2,15,32,459
16781,0,0,11,D2,15,33,461
16782,0,0,11,D2,15,34,464
16783,0,0,11,D2,15,35,463
16784,0,0,11,D2,15,36,457
16785,0,0,11,D2,15,37,454
16786,0,0,11,D2,15,38,446
16787,0,0,11,D2,15,39,432
16788,0,0,11,D2,15,40,425
16789,0,0,11,D2,15,41,408
16790,0,0,11,D2,15,42,388
16791,0,0,11,D2,15,43,365
16792,0,0,11,D2,15,44,350
16793,0,0,11,D2,15,45,339
16794,0,0,11,D2,15,46,322
16795,0,0,11,D2,15,47,308
16796,0,0,11,D2,15,48,294
16797,0,0,11,D2,15,49,287
16798,0,0,11,D2,15,50,272
16799,0,0,11,D2,15,51,266
16800,0,0,11,D2,15,52,250
16801,0,0,11,D2,15,53,227
16802,0,0,11,D2,15,54,211
16803,0,0,11,D2,15,55,195
16804,0,0,11,D2,15,56,179
16805,0,0,11,D2,15,57,159
16806,0,0,11,D2,15,58,131
16807,0,0,11,D2,15,59,111
16808,0,0,11,D2,15,60,79
16809,0,0,11,D2,15,61,63
16810,0,0,11,D2,15,62,0
16811,0,0,11,D2,15,63,0
16812,0,0,11,D2,15,64,0
16813,0,0,11,D2,15,65,0
16814,0,0,11,D2,15,66,0
16815,0,0,11,D2,15,67,0
16816,0,0,11,D2,15,68,0
16817,0,0,11,D2,15,69,0
16818,0,0,11,D2,15,70,0
16819,0,0,11,D2,15,71,0
16820,0,0,11,D2,15,72,0
16821,0,0,11,D2,15,73,0
16822,0,0,11,D2,15,74,0
16823,0,0,11,D2,15,75,0
16824,0,0,11,D2,15,76,0
16825,0,0,11,D2,15,77,0
16826,0,0,11,D2,15,78,0
16827,0,0,11,D2,16,0,580
16828,0,0,11,D2,16,1,670
16829,0,0,11,D2,16,2,747
16830,0,0,11,D2,16,3,761
16831,0,0,11,D2,16,4,752
16832,0,0,11,D2,16,5,742
16833,0,0,11,D2,16,6,722
16834,0,0,11,D2,16,7,679
16835,0,0,11,D2,16,8,601
16836,0,0,11,D2,16,9,525
16837,0,0,11,D2,16,10,438
16838,0,0,11,D2,16,11,325
16839,0,0,11,D2,16,12,283
16840,0,0,11,D2,16,13,250
16841,0,0,11,D2,16,14,253
16842,0,0,11,D2,16,15,289
16843,0,0,11,D2,16,16,352
16844,0,0,11,D2,16,17,417
16845,0,0,11,D2,16,18,493
16846,0,0,11,D2,16,19,537
16847,0,0,11,D2,16,20,571
16848,0,0,11,D2,16,21,587
16849,0,0,11,D2,16,22,602
16850,0,0,11,D2,16,23,612
16851,0,0,11,D2,16,24,611
16852,0,0,11,D2,16,25,608
16853,0,0,11,D2,16,26,601
16854,0,0,11,D2,16,27,588
16855,0,0,11,D2,16,28,582
16856,0,0,11,D2,16,29,580
16857,0,0,11,D2,16,30,579
16858,0,0,11,D2,16,31,577
16859,0,0,11,D2,16,32,579
16860,0,0,11,D2,16,33,583
16861,0,0,11,D2,16,34,584
16862,0,0,11,D2,16,35,593
16863,0,0,11,D2,16,36,590
16864,0,0,11,D2,16,37,588
16865,0,0,11,D2,16,38,586
16866,0,0,11,D2,16,39,583
16867,0,0,11,D2,16,40,575
16868,0,0,11,D2,16,41,568
16869,0,0,11,D2,16,42,561
16870,0,0,11,D2,16,43,553
16871,0,0,11,D2,16,44,538
16872,0,0,11,D2,16,45,521
16873,0,0,11,D2,16,46,509
16874,0,0,11,D2,16,47,500
16875,0,0,11,D2,16,48,479
16876,0,0,11,D2,16,49,453
16877,0,0,11,D2,16,50,425
16878,0,0,11,D2,16,51,389
16879,0,0,11,D2,16,52,370
16880,0,0,11,D2,16,53,328
16881,0,0,11,D2,16,54,287
16882,0,0,11,D2,16,55,244
16883,0,0,11,D2,16,56,230
16884,0,0,11,D2,16,57,172
16885,0,0,11,D2,16,58,147
16886,0,0,11,D2,16,59,106
16887,0,0,11,D2,16,60,54
16888,0,0,11,D2,16,61,0
16889,0,0,11,D2,16,62,0
16890,0,0,11,D2,16,63,0
16891,0,0,11,D2,16,64,0
16892,0,0,11,D2,16,65,0
16893,0,0,11,D2,16,66,0
16894,0,0,11,D2,16,67,0
16895,0,0,11,D2,16,68,0
16896,0,0,11,D2,16,69,0
16897,0,0,11,D2,16,70,0
16898,0,0,11,D2,16,71,0
16899,0,0,11,D2,16,72,0
16900,0,0,11,D2,16,73,0
16901,0,0,11,D2,16,74,0
16902,0,0,11,D2,16,75,0
16903,0,0,11,D2,16,76,0
16904,0,0,11,D2,16,77,0
16905,0,0,11,D2,16,78,0
16906,0,0,11,D2,17,0,577
16907,0,0,11,D2,17,1,632
16908,0,0,11,D2,17,2,692
16909,0,0,11,D2,17,3,704
16910,0,0,11,D2,17,4,700
16911,0,0,11,D2,17,5,694
16912,0,0,11,D2,17,6,669
16913,0,0,11,D2,17,7,629
16914,0,0,11,D2,17,8,563
16915,0,0,11,D2,17,9,508
16916,0,0,11,D2,17,10,444
16917,0,0,11,D2,17,11,412
16918,0,0,11,D2,17,12,380
16919,0,0,11,D2,17,13,369
16920,0,0,11,D2,17,14,376
16921,0,0,11,D2,17,15,404
16922,0,0,11,D2,17,16,416
16923,0,0,11,D2,17,17,431
16924,0,0,11,D2,17,18,485
16925,0,0,11,D2,17,19,516
16926,0,0,11,D2,17,20,540
16927,0,0,11,D2,17,21,558
16928,0,0,11,D2,17,22,568
16929,0,0,11,D2,17,23,575
16930,0,0,11,D2,17,24,580
16931,0,0,11,D2,17,25,578
16932,0,0,11,D2,17,26,574
16933,0,0,11,D2,17,27,571
16934,0,0,11,D2,17,28,565
16935,0,0,11,D2,17,29,563
16936,0,0,11,D2,17,30,562
16937,0,0,11,D2,17,31,564
16938,0,0,11,D2,17,32,563
16939,0,0,11,D2,17,33,564
16940,0,0,11,D2,17,34,566
16941,0,0,11,D2,17,35,566
16942,0,0,11,D2,17,36,567
16943,0,0,11,D2,17,37,567
16944,0,0,11,D2,17,38,567
16945,0,0,11,D2,17,39,565
16946,0,0,11,D2,17,40,563
16947,0,0,11,D2,17,41,561
16948,0,0,11,D2,17,42,560
16949,0,0,11,D2,17,43,556
16950,0,0,11,D2,17,44,548
16951,0,0,11,D2,17,45,540
16952,0,0,11,D2,17,46,531
16953,0,0,11,D2,17,47,525
16954,0,0,11,D2,17,48,516
16955,0,0,11,D2,17,49,510
16956,0,0,11,D2,17,50,500
16957,0,0,11,D2,17,51,482
16958,0,0,11,D2,17,52,472
16959,0,0,11,D2,17,53,461
16960,0,0,11,D2,17,54,439
16961,0,0,11,D2,17,55,428
16962,0,0,11,D2,17,56,421
16963,0,0,11,D2,17,57,407
16964,0,0,11,D2,17,58,392
16965,0,0,11,D2,17,59,372
16966,0,0,11,D2,17,60,350
16967,0,0,11,D2,17,61,316
16968,0,0,11,D2,17,62,288
16969,0,0,11,D2,17,63,227
16970,0,0,11,D2,17,64,185
16971,0,0,11,D2,17,65,143
16972,0,0,11,D2,17,66,99
16973,0,0,11,D2,17,67,84
16974,0,0,11,D2,17,68,38
16975,0,0,11,D2,17,69,0
16976,0,0,11,D2,17,70,0
16977,0,0,11,D2,17,71,0
16978,0,0,11,D2,17,72,0
16979,0,0,11,D2,17,73,0
16980,0,0,11,D2,17,74,0
16981,0,0,11,D2,17,75,0
16982,0,0,11,D2,17,76,0
16983,0,0,11,D2,17,77,0
16984,0,0,11,D2,17,78,0
16985,0,0,12,D1,0,0,241
16986,0,0,12,D1,0,1,266
16987,0,0,12,D1,0,2,287
16988,0,0,12,D1,0,3,336
16989,0,0,12,D1,0,4,373
16990,0,0,12,D1,0,5,400
16991,0,0,12,D1,0,6,456
16992,0,0,12,D1,0,7,480
16993,0,0,12,D1,0,8,499
16994,0,0,12,D1,0,9,514
16995,0,0,12,D1,0,10,526
16996,0,0,12,D1,0,11,529
16997,0,0,12,D1,0,12,527
16998,0,0,12,D1,0,13,521
16999,0,0,12,D1,0,14,511
17000,0,0,12,D1,0,15,499
17001,0,0,12,D1,0,16,494
17002,0,0,12,D1,0,17,492
17003,0,0,12,D1,0,18,487
17004,0,0,12,D1,0,19,487
17005,0,0,12,D1,0,20,487
17006,0,0,12,D1,0,21,488
17007,0,0,12,D1,0,22,492
17008,0,0,12,D1,0,23,494
17009,0,0,12,D1,0,24,496
17010,0,0,12,D1,0,25,497
17011,0,0,12,D1,0,26,497
17012,0,0,12,D1,0,27,495
17013,0,0,12,D1,0,28,492
17014,0,0,12,D1,0,29,486
17015,0,0,12,D1,0,30,477
17016,0,0,12,D1,0,31,466
17017,0,0,12,D1,0,32,455
17018,0,0,12,D1,0,33,440
17019,0,0,12,D1,0,34,431
17020,0,0,12,D1,0,35,411
17021,0,0,12,D1,0,36,388
17022,0,0,12,D1,0,37,372
17023,0,0,12,D1,0,38,370
17024,0,0,12,D1,0,39,367
17025,0,0,12,D1,0,40,358
17026,0,0,12,D1,0,41,337
17027,0,0,12,D1,0,42,317
17028,0,0,12,D1,0,43,310
17029,0,0,12,D1,0,44,295
17030,0,0,12,D1,0,45,283
17031,0,0,12,D1,0,46,268
17032,0,0,12,D1,0,47,237
17033,0,0,12,D1,0,48,220
17034,0,0,12,D1,0,49,148
17035,0,0,12,D1,0,50,132
17036,0,0,12,D1,0,51,55
17037,0,0,12,D1,0,52,4
17038,0,0,12,D1,0,53,0
17039,0,0,12,D1,0,54,0
17040,0,0,12,D1,0,55,0
17041,0,0,12,D1,0,56,0
17042,0,0,12,D1,0,57,0
17043,0,0,12,D1,0,58,0
17044,0,0,12,D1,0,59,0
17045,0,0,12,D1,0,60,0
17046,0,0,12,D1,0,61,0
17047,0,0,12,D1,0,62,0
17048,0,0,12,D1,0,63,0
17049,0,0,12,D1,0,64,0
17050,0,0,12,D1,0,65,0
17051,0,0,12,D1,0,66,0
17052,0,0,12,D1,0,67,0
17053,0,0,12,D1,0,68,0
17054,0,0,12,D1,0,69,0
17055,0,0,12,D1,0,70,0
17056,0,0,12,D1,0,71,0
17057,0,0,12,D1,0,72,0
17058,0,0,12,D1,0,73,0
17059,0,0,12,D1,0,74,0
17060,0,0,12,D1,0,75,0
17061,0,0,12,D1,0,76,0
17062,0,0,12,D1,0,77,0
17063,0,0,12,D1,0,78,0
17064,0,0,12,D1,1,0,577
17065,0,0,12,D1,1,1,654
17066,0,0,12,D1,1,2,678
17067,0,0,12,D1,1,3,675
17068,0,0,12,D1,1,4,671
17069,0,0,12,D1,1,5,659
17070,0,0,12,D1,1,6,632
17071,0,0,12,D1,1,7,573
17072,0,0,12,D1,1,8,498
17073,0,0,12,D1,1,9,433
17074,0,0,12,D1,1,10,382
17075,0,0,12,D1,1,11,333
17076,0,0,12,D1,1,12,284
17077,0,0,12,D1,1,13,236
17078,0,0,12,D1,1,14,229
17079,0,0,12,D1,1,15,243
17080,0,0,12,D1,1,16,292
17081,0,0,12,D1,1,17,336
17082,0,0,12,D1,1,18,383
17083,0,0,12,D1,1,19,402
17084,0,0,12,D1,1,20,443
17085,0,0,12,D1,1,21,457
17086,0,0,12,D1,1,22,468
17087,0,0,12,D1,1,23,483
17088,0,0,12,D1,1,24,490
17089,0,0,12,D1,1,25,490
17090,0,0,12,D1,1,26,484
17091,0,0,12,D1,1,27,481
17092,0,0,12,D1,1,28,471
17093,0,0,12,D1,1,29,460
17094,0,0,12,D1,1,30,451
17095,0,0,12,D1,1,31,440
17096,0,0,12,D1,1,32,430
17097,0,0,12,D1,1,33,426
17098,0,0,12,D1,1,34,416
17099,0,0,12,D1,1,35,412
17100,0,0,12,D1,1,36,415
17101,0,0,12,D1,1,37,414
17102,0,0,12,D1,1,38,415
17103,0,0,12,D1,1,39,414
17104,0,0,12,D1,1,40,412
17105,0,0,12,D1,1,41,412
17106,0,0,12,D1,1,42,411
17107,0,0,12,D1,1,43,408
17108,0,0,12,D1,1,44,400
17109,0,0,12,D1,1,45,389
17110,0,0,12,D1,1,46,385
17111,0,0,12,D1,1,47,375
17112,0,0,12,D1,1,48,357
17113,0,0,12,D1,1,49,333
17114,0,0,12,D1,1,50,310
17115,0,0,12,D1,1,51,264
17116,0,0,12,D1,1,52,222
17117,0,0,12,D1,1,53,199
17118,0,0,12,D1,1,54,172
17119,0,0,12,D1,1,55,117
17120,0,0,12,D1,1,56,88
17121,0,0,12,D1,1,57,62
17122,0,0,12,D1,1,58,33
17123,0,0,12,D1,1,59,0
17124,0,0,12,D1,1,60,0
17125,0,0,12,D1,1,61,0
17126,0,0,12,D1,1,62,0
17127,0,0,12,D1,1,63,0
17128,0,0,12,D1,1,64,0
17129,0,0,12,D1,1,65,0
17130,0,0,12,D1,1,66,0
17131,0,0,12,D1,1,67,0
17132,0,0,12,D1,1,68,0
17133,0,0,12,D1,1,69,0
17134,0,0,12,D1,1,70,0
17135,0,0,12,D1,1,71,0
17136,0,0,12,D1,1,72,0
17137,0,0,12,D1,1,73,0
17138,0,0,12,D1,1,74,0
17139,0,0,12,D1,1,75,0
17140,0,0,12,D1,1,76,0
17141,0,0,12,D1,1,77,0
17142,0,0,12,D1,1,78,0
17143,0,0,12,D1,2,0,572
17144,0,0,12,D1,2,1,711
17145,0,0,12,D1,2,2,741
17146,0,0,12,D1,2,3,736
17147,0,0,12,D1,2,4,723
17148,0,0,12,D1,2,5,710
17149,0,0,12,D1,2,6,676
17150,0,0,12,D1,2,7,614
17151,0,0,12,D1,2,8,541
17152,0,0,12,D1,2,9,443
17153,0,0,12,D1,2,10,379
17154,0,0,12,D1,2,11,311
17155,0,0,12,D1,2,12,272
17156,0,0,12,D1,2,13,272
17157,0,0,12,D1,2,14,285
17158,0,0,12,D1,2,15,320
17159,0,0,12,D1,2,16,364
17160,0,0,12,D1,2,17,413
17161,0,0,12,D1,2,18,471
17162,0,0,12,D1,2,19,503
17163,0,0,12,D1,2,20,540
17164,0,0,12,D1,2,21,559
17165,0,0,12,D1,2,22,572
17166,0,0,12,D1,2,23,577
17167,0,0,12,D1,2,24,579
17168,0,0,12,D1,2,25,575
17169,0,0,12,D1,2,26,563
17170,0,0,12,D1,2,27,553
17171,0,0,12,D1,2,28,548
17172,0,0,12,D1,2,29,534
17173,0,0,12,D1,2,30,523
17174,0,0,12,D1,2,31,526
17175,0,0,12,D1,2,32,521
17176,0,0,12,D1,2,33,520
17177,0,0,12,D1,2,34,521
17178,0,0,12,D1,2,35,523
17179,0,0,12,D1,2,36,523
17180,0,0,12,D1,2,37,523
17181,0,0,12,D1,2,38,525
17182,0,0,12,D1,2,39,524
17183,0,0,12,D1,2,40,521
17184,0,0,12,D1,2,41,513
17185,0,0,12,D1,2,42,505
17186,0,0,12,D1,2,43,497
17187,0,0,12,D1,2,44,492
17188,0,0,12,D1,2,45,480
17189,0,0,12,D1,2,46,471
17190,0,0,12,D1,2,47,462
17191,0,0,12,D1,2,48,451
17192,0,0,12,D1,2,49,437
17193,0,0,12,D1,2,50,413
17194,0,0,12,D1,2,51,395
17195,0,0,12,D1,2,52,382
17196,0,0,12,D1,2,53,370
17197,0,0,12,D1,2,54,361
17198,0,0,12,D1,2,55,344
17199,0,0,12,D1,2,56,323
17200,0,0,12,D1,2,57,311
17201,0,0,12,D1,2,58,300
17202,0,0,12,D1,2,59,284
17203,0,0,12,D1,2,60,263
17204,0,0,12,D1,2,61,242
17205,0,0,12,D1,2,62,220
17206,0,0,12,D1,2,63,164
17207,0,0,12,D1,2,64,146
17208,0,0,12,D1,2,65,96
17209,0,0,12,D1,2,66,51
17210,0,0,12,D1,2,67,11
17211,0,0,12,D1,2,68,0
17212,0,0,12,D1,2,69,0
17213,0,0,12,D1,2,70,0
17214,0,0,12,D1,2,71,0
17215,0,0,12,D1,2,72,0
17216,0,0,12,D1,2,73,0
17217,0,0,12,D1,2,74,0
17218,0,0,12,D1,2,75,0
17219,0,0,12,D1,2,76,0
17220,0,0,12,D1,2,77,0
17221,0,0,12,D1,2,78,0
17222,0,0,12,D1,3,0,597
17223,0,0,12,D1,3,1,711
17224,0,0,12,D1,3,2,756
17225,0,0,12,D1,3,3,758
17226,0,0,12,D1,3,4,745
17227,0,0,12,D1,3,5,721
17228,0,0,12,D1,3,6,682
17229,0,0,12,D1,3,7,620
17230,0,0,12,D1,3,8,538
17231,0,0,12,D1,3,9,455
17232,0,0,12,D1,3,10,390
17233,0,0,12,D1,3,11,340
17234,0,0,12,D1,3,12,323
17235,0,0,12,D1,3,13,337
17236,0,0,12,D1,3,14,367
17237,0,0,12,D1,3,15,408
17238,0,0,12,D1,3,16,482
17239,0,0,12,D1,3,17,524
17240,0,0,12,D1,3,18,559
17241,0,0,12,D1,3,19,585
17242,0,0,12,D1,3,20,599
17243,0,0,12,D1,3,21,606
17244,0,0,12,D1,3,22,608
17245,0,0,12,D1,3,23,603
17246,0,0,12,D1,3,24,597
17247,0,0,12,D1,3,25,587
17248,0,0,12,D1,3,26,578
17249,0,0,12,D1,3,27,573
17250,0,0,12,D1,3,28,568
17251,0,0,12,D1,3,29,563
17252,0,0,12,D1,3,30,560
17253,0,0,12,D1,3,31,558
17254,0,0,12,D1,3,32,557
17255,0,0,12,D1,3,33,557
17256,0,0,12,D1,3,34,552
17257,0,0,12,D1,3,35,550
17258,0,0,12,D1,3,36,541
17259,0,0,12,D1,3,37,539
17260,0,0,12,D1,3,38,531
17261,0,0,12,D1,3,39,523
17262,0,0,12,D1,3,40,508
17263,0,0,12,D1,3,41,493
17264,0,0,12,D1,3,42,480
17265,0,0,12,D1,3,43,460
17266,0,0,12,D1,3,44,454
17267,0,0,12,D1,3,45,428
17268,0,0,12,D1,3,46,404
17269,0,0,12,D1,3,47,375
17270,0,0,12,D1,3,48,341
17271,0,0,12,D1,3,49,313
17272,0,0,12,D1,3,50,270
17273,0,0,12,D1,3,51,235
17274,0,0,12,D1,3,52,199
17275,0,0,12,D1,3,53,157
17276,0,0,12,D1,3,54,131
17277,0,0,12,D1,3,55,0
17278,0,0,12,D1,3,56,0
17279,0,0,12,D1,3,57,0
17280,0,0,12,D1,3,58,0
17281,0,0,12,D1,3,59,0
17282,0,0,12,D1,3,60,0
17283,0,0,12,D1,3,61,0
17284,0,0,12,D1,3,62,0
17285,0,0,12,D1,3,63,0
17286,0,0,12,D1,3,64,0
17287,0,0,12,D1,3,65,0
17288,0,0,12,D1,3,66,0
17289,0,0,12,D1,3,67,0
17290,0,0,12,D1,3,68,0
17291,0,0,12,D1,3,69,0
17292,0,0,12,D1,3,70,0
17293,0,0,12,D1,3,71,0
17294,0,0,12,D1,3,72,0
17295,0,0,12,D1,3,73,0
17296,0,0,12,D1,3,74,0
17297,0,0,12,D1,3,75,0
17298,0,0,12,D1,3,76,0
17299,0,0,12,D1,3,77,0
17300,0,0,12,D1,3,78,0
17301,0,0,12,D1,4,0,570
17302,0,0,12,D1,4,1,704
17303,0,0,12,D1,4,2,728
17304,0,0,12,D1,4,3,723
17305,0,0,12,D1,4,4,706
17306,0,0,12,D1,4,5,680
17307,0,0,12,D1,4,6,626
17308,0,0,12,D1,4,7,554
17309,0,0,12,D1,4,8,461
17310,0,0,12,D1,4,9,365
17311,0,0,12,D1,4,10,326
17312,0,0,12,D1,4,11,308
17313,0,0,12,D1,4,12,306
17314,0,0,12,D1,4,13,345
17315,0,0,12,D1,4,14,410
17316,0,0,12,D1,4,15,467
17317,0,0,12,D1,4,16,507
17318,0,0,12,D1,4,17,526
17319,0,0,12,D1,4,18,542
17320,0,0,12,D1,4,19,559
17321,0,0,12,D1,4,20,565
17322,0,0,12,D1,4,21,565
17323,0,0,12,D1,4,22,564
17324,0,0,12,D1,4,23,556
17325,0,0,12,D1,4,24,548
17326,0,0,12,D1,4,25,540
17327,0,0,12,D1,4,26,535
17328,0,0,12,D1,4,27,529
17329,0,0,12,D1,4,28,526
17330,0,0,12,D1,4,29,524
17331,0,0,12,D1,4,30,522
17332,0,0,12,D1,4,31,519
17333,0,0,12,D1,4,32,521
17334,0,0,12,D1,4,33,515
17335,0,0,12,D1,4,34,512
17336,0,0,12,D1,4,35,502
17337,0,0,12,D1,4,36,495
17338,0,0,12,D1,4,37,478
17339,0,0,12,D1,4,38,465
17340,0,0,12,D1,4,39,440
17341,0,0,12,D1,4,40,406
17342,0,0,12,D1,4,41,392
17343,0,0,12,D1,4,42,363
17344,0,0,12,D1,4,43,344
17345,0,0,12,D1,4,44,323
17346,0,0,12,D1,4,45,307
17347,0,0,12,D1,4,46,285
17348,0,0,12,D1,4,47,273
17349,0,0,12,D1,4,48,216
17350,0,0,12,D1,4,49,180
17351,0,0,12,D1,4,50,162
17352,0,0,12,D1,4,51,154
17353,0,0,12,D1,4,52,117
17354,0,0,12,D1,4,53,80
17355,0,0,12,D1,4,54,0
17356,0,0,12,D1,4,55,0
17357,0,0,12,D1,4,56,0
17358,0,0,12,D1,4,57,0
17359,0,0,12,D1,4,58,0
17360,0,0,12,D1,4,59,0
17361,0,0,12,D1,4,60,0
17362,0,0,12,D1,4,61,0
17363,0,0,12,D1,4,62,0
17364,0,0,12,D1,4,63,0
17365,0,0,12,D1,4,64,0
17366,0,0,12,D1,4,65,0
17367,0,0,12,D1,4,66,0
17368,0,0,12,D1,4,67,0
17369,0,0,12,D1,4,68,0
17370,0,0,12,D1,4,69,0
17371,0,0,12,D1,4,70,0
17372,0,0,12,D1,4,71,0
17373,0,0,12,D1,4,72,0
17374,0,0,12,D1,4,73,0
17375,0,0,12,D1,4,74,0
17376,0,0,12,D1,4,75,0
17377,0,0,12,D1,4,76,0
17378,0,0,12,D1,4,77,0
17379,0,0,12,D1,4,78,0
17380,0,0,12,D1,5,0,549
17381,0,0,12,D1,5,1,691
17382,0,0,12,D1,5,2,735
17383,0,0,12,D1,5,3,735
17384,0,0,12,D1,5,4,719
17385,0,0,12,D1,5,5,699
17386,0,0,12,D1,5,6,648
17387,0,0,12,D1,5,7,577
17388,0,0,12,D1,5,8,506
17389,0,0,12,D1,5,9,406
17390,0,0,12,D1,5,10,368
17391,0,0,12,D1,5,11,327
17392,0,0,12,D1,5,12,298
17393,0,0,12,D1,5,13,313
17394,0,0,12,D1,5,14,335
17395,0,0,12,D1,5,15,355
17396,0,0,12,D1,5,16,400
17397,0,0,12,D1,5,17,435
17398,0,0,12,D1,5,18,463
17399,0,0,12,D1,5,19,482
17400,0,0,12,D1,5,20,493
17401,0,0,12,D1,5,21,498
17402,0,0,12,D1,5,22,490
17403,0,0,12,D1,5,23,485
17404,0,0,12,D1,5,24,467
17405,0,0,12,D1,5,25,435
17406,0,0,12,D1,5,26,420
17407,0,0,12,D1,5,27,402
17408,0,0,12,D1,5,28,376
17409,0,0,12,D1,5,29,363
17410,0,0,12,D1,5,30,338
17411,0,0,12,D1,5,31,325
17412,0,0,12,D1,5,32,312
17413,0,0,12,D1,5,33,295
17414,0,0,12,D1,5,34,295
17415,0,0,12,D1,5,35,273
17416,0,0,12,D1,5,36,271
17417,0,0,12,D1,5,37,265
17418,0,0,12,D1,5,38,259
17419,0,0,12,D1,5,39,234
17420,0,0,12,D1,5,40,218
17421,0,0,12,D1,5,41,202
17422,0,0,12,D1,5,42,194
17423,0,0,12,D1,5,43,158
17424,0,0,12,D1,5,44,108
17425,0,0,12,D1,5,45,80
17426,0,0,12,D1,5,46,63
17427,0,0,12,D1,5,47,0
17428,0,0,12,D1,5,48,0
17429,0,0,12,D1,5,49,0
17430,0,0,12,D1,5,50,0
17431,0,0,12,D1,5,51,0
17432,0,0,12,D1,5,52,0
17433,0,0,12,D1,5,53,0
17434,0,0,12,D1,5,54,0
17435,0,0,12,D1,5,55,0
17436,0,0,12,D1,5,56,0
17437,0,0,12,D1,5,57,0
17438,0,0,12,D1,5,58,0
17439,0,0,12,D1,5,59,0
17440,0,0,12,D1,5,60,0
17441,0,0,12,D1,5,61,0
17442,0,0,12,D1,5,62,0
17443,0,0,12,D1,5,63,0
17444,0,0,12,D1,5,64,0
17445,0,0,12,D1,5,65,0
17446,0,0,12,D1,5,66,0
17447,0,0,12,D1,5,67,0
17448,0,0,12,D1,5,68,0
17449,0,0,12,D1,5,69,0
17450,0,0,12,D1,5,70,0
17451,0,0,12,D1,5,71,0
17452,0,0,12,D1,5,72,0
17453,0,0,12,D1,5,73,0
17454,0,0,12,D1,5,74,0
17455,0,0,12,D1,5,75,0
17456,0,0,12,D1,5,76,0
17457,0,0,12,D1,5,77,0
17458,0,0,12,D1,5,78,0
17459,0,0,12,D1,6,0,598
17460,0,0,12,D1,6,1,675
17461,0,0,12,D1,6,2,745
17462,0,0,12,D1,6,3,753
17463,0,0,12,D1,6,4,746
17464,0,0,12,D1,6,5,729
17465,0,0,12,D1,6,6,692
17466,0,0,12,D1,6,7,633
17467,0,0,12,D1,6,8,543
17468,0,0,12,D1,6,9,484
17469,0,0,12,D1,6,10,434
17470,0,0,12,D1,6,11,413
17471,0,0,12,D1,6,12,419
17472,0,0,12,D1,6,13,452
17473,0,0,12,D1,6,14,488
17474,0,0,12,D1,6,15,521
17475,0,0,12,D1,6,16,563
17476,0,0,12,D1,6,17,587
17477,0,0,12,D1,6,18,608
17478,0,0,12,D1,6,19,622
17479,0,0,12,D1,6,20,627
17480,0,0,12,D1,6,21,628
17481,0,0,12,D1,6,22,629
17482,0,0,12,D1,6,23,630
17483,0,0,12,D1,6,24,628
17484,0,0,12,D1,6,25,626
17485,0,0,12,D1,6,26,627
17486,0,0,12,D1,6,27,626
17487,0,0,12,D1,6,28,627
17488,0,0,12,D1,6,29,627
17489,0,0,12,D1,6,30,630
17490,0,0,12,D1,6,31,632
17491,0,0,12,D1,6,32,635
17492,0,0,12,D1,6,33,637
17493,0,0,12,D1,6,34,637
17494,0,0,12,D1,6,35,638
17495,0,0,12,D1,6,36,638
17496,0,0,12,D1,6,37,641
17497,0,0,12,D1,6,38,640
17498,0,0,12,D1,6,39,637
17499,0,0,12,D1,6,40,635
17500,0,0,12,D1,6,41,630
17501,0,0,12,D1,6,42,629
17502,0,0,12,D1,6,43,626
17503,0,0,12,D1,6,44,620
17504,0,0,12,D1,6,45,617
17505,0,0,12,D1,6,46,611
17506,0,0,12,D1,6,47,604
17507,0,0,12,D1,6,48,600
17508,0,0,12,D1,6,49,592
17509,0,0,12,D1,6,50,582
17510,0,0,12,D1,6,51,573
17511,0,0,12,D1,6,52,566
17512,0,0,12,D1,6,53,546
17513,0,0,12,D1,6,54,525
17514,0,0,12,D1,6,55,497
17515,0,0,12,D1,6,56,481
17516,0,0,12,D1,6,57,458
17517,0,0,12,D1,6,58,431
17518,0,0,12,D1,6,59,404
17519,0,0,12,D1,6,60,369
17520,0,0,12,D1,6,61,336
17521,0,0,12,D1,6,62,302
17522,0,0,12,D1,6,63,250
17523,0,0,12,D1,6,64,214
17524,0,0,12,D1,6,65,160
17525,0,0,12,D1,6,66,134
17526,0,0,12,D1,6,67,76
17527,0,0,12,D1,6,68,0
17528,0,0,12,D1,6,69,0
17529,0,0,12,D1,6,70,0
17530,0,0,12,D1,6,71,0
17531,0,0,12,D1,6,72,0
17532,0,0,12,D1,6,73,0
17533,0,0,12,D1,6,74,0
17534,0,0,12,D1,6,75,0
17535,0,0,12,D1,6,76,0
17536,0,0,12,D1,6,77,0
